,STATES,District_Name,Crop_Year,Season,Crop
138765,Manipur,TAMENGLONG,2003,Whole Year ,Bhindi
138766,Manipur,TAMENGLONG,2003,Whole Year ,Bitter Gourd
138767,Manipur,TAMENGLONG,2003,Whole Year ,Bottle Gourd
138768,Manipur,TAMENGLONG,2003,Whole Year ,Brinjal
138769,Manipur,TAMENGLONG,2003,Whole Year ,Cabbage
138770,Manipur,TAMENGLONG,2003,Whole Year ,Carrot
138771,Manipur,TAMENGLONG,2003,Whole Year ,Cauliflower
138772,Manipur,TAMENGLONG,2003,Whole Year ,Citrus Fruit
138773,Manipur,TAMENGLONG,2003,Whole Year ,Dry chillies
138774,Manipur,TAMENGLONG,2003,Whole Year ,Jack Fruit
138775,Manipur,TAMENGLONG,2003,Whole Year ,Mango
138776,Manipur,TAMENGLONG,2003,Whole Year ,Orange
138777,Manipur,TAMENGLONG,2003,Whole Year ,Other Fresh Fruits
138778,Manipur,TAMENGLONG,2003,Whole Year ,Other Vegetables
138779,Manipur,TAMENGLONG,2003,Whole Year ,Papaya
138780,Manipur,TAMENGLONG,2003,Whole Year ,Pineapple
138781,Manipur,TAMENGLONG,2003,Whole Year ,Pome Fruit
138782,Manipur,TAMENGLONG,2003,Whole Year ,Redish
138783,Manipur,TAMENGLONG,2003,Whole Year ,Sugarcane
138784,Manipur,TAMENGLONG,2003,Whole Year ,Sweet potato
138785,Manipur,TAMENGLONG,2003,Whole Year ,Tapioca
138786,Manipur,TAMENGLONG,2003,Whole Year ,Tomato
138883,Manipur,THOUBAL,2003,Kharif     ,Dry ginger
138884,Manipur,THOUBAL,2003,Kharif     ,Other Kharif pulses
138885,Manipur,THOUBAL,2003,Kharif     ,Peas & beans (Pulses)
138886,Manipur,THOUBAL,2003,Kharif     ,Rice
138887,Manipur,THOUBAL,2003,Whole Year ,Banana
138888,Manipur,THOUBAL,2003,Whole Year ,Beans & Mutter(Vegetable)
138889,Manipur,THOUBAL,2003,Whole Year ,Bhindi
138890,Manipur,THOUBAL,2003,Whole Year ,Bitter Gourd
138891,Manipur,THOUBAL,2003,Whole Year ,Bottle Gourd
138892,Manipur,THOUBAL,2003,Whole Year ,Brinjal
138893,Manipur,THOUBAL,2003,Whole Year ,Cabbage
138894,Manipur,THOUBAL,2003,Whole Year ,Carrot
138895,Manipur,THOUBAL,2003,Whole Year ,Cauliflower
138896,Manipur,THOUBAL,2003,Whole Year ,Citrus Fruit
138897,Manipur,THOUBAL,2003,Whole Year ,Dry chillies
138898,Manipur,THOUBAL,2003,Whole Year ,Jack Fruit
138899,Manipur,THOUBAL,2003,Whole Year ,Mango
138900,Manipur,THOUBAL,2003,Whole Year ,Onion
138901,Manipur,THOUBAL,2003,Whole Year ,Other Fresh Fruits
138902,Manipur,THOUBAL,2003,Whole Year ,Other Vegetables
138903,Manipur,THOUBAL,2003,Whole Year ,Papaya
138904,Manipur,THOUBAL,2003,Whole Year ,Pineapple
138905,Manipur,THOUBAL,2003,Whole Year ,Pome Fruit
138906,Manipur,THOUBAL,2003,Whole Year ,Redish
138907,Manipur,THOUBAL,2003,Whole Year ,Sweet potato
138908,Manipur,THOUBAL,2003,Whole Year ,Tapioca
138909,Manipur,THOUBAL,2003,Whole Year ,Tomato
138910,Manipur,THOUBAL,2003,Whole Year ,Turmeric
139016,Manipur,UKHRUL,2003,Kharif     ,Dry ginger
139017,Manipur,UKHRUL,2003,Kharif     ,Maize
139018,Manipur,UKHRUL,2003,Kharif     ,Other Kharif pulses
139019,Manipur,UKHRUL,2003,Kharif     ,Peas & beans (Pulses)
139020,Manipur,UKHRUL,2003,Kharif     ,Rice
139021,Manipur,UKHRUL,2003,Kharif     ,Soyabean
139022,Manipur,UKHRUL,2003,Whole Year ,Banana
139023,Manipur,UKHRUL,2003,Whole Year ,Beans & Mutter(Vegetable)
139024,Manipur,UKHRUL,2003,Whole Year ,Bhindi
139025,Manipur,UKHRUL,2003,Whole Year ,Bottle Gourd
139026,Manipur,UKHRUL,2003,Whole Year ,Brinjal
139027,Manipur,UKHRUL,2003,Whole Year ,Cabbage
139028,Manipur,UKHRUL,2003,Whole Year ,Carrot
139029,Manipur,UKHRUL,2003,Whole Year ,Cauliflower
139030,Manipur,UKHRUL,2003,Whole Year ,Citrus Fruit
139031,Manipur,UKHRUL,2003,Whole Year ,Dry chillies
139032,Manipur,UKHRUL,2003,Whole Year ,Jack Fruit
139033,Manipur,UKHRUL,2003,Whole Year ,Mango
139034,Manipur,UKHRUL,2003,Whole Year ,Onion
139035,Manipur,UKHRUL,2003,Whole Year ,Orange
139036,Manipur,UKHRUL,2003,Whole Year ,Other Fresh Fruits
139037,Manipur,UKHRUL,2003,Whole Year ,Other Vegetables
139038,Manipur,UKHRUL,2003,Whole Year ,Papaya
139039,Manipur,UKHRUL,2003,Whole Year ,Pineapple
139040,Manipur,UKHRUL,2003,Whole Year ,Pome Fruit
139041,Manipur,UKHRUL,2003,Whole Year ,Redish
139042,Manipur,UKHRUL,2003,Whole Year ,Sweet potato
139043,Manipur,UKHRUL,2003,Whole Year ,Tapioca
139044,Manipur,UKHRUL,2003,Whole Year ,Tomato
139045,Manipur,UKHRUL,2003,Whole Year ,Turmeric
139232,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Arhar/Tur
139233,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Castor seed
139234,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Cotton(lint)
139235,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Dry ginger
139236,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Jute
139237,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Maize
139238,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Mesta
139239,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Rice
139240,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Sesamum
139241,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Small millets
139242,Meghalaya,EAST GARO HILLS,2003,Kharif     ,Soyabean
139243,Meghalaya,EAST GARO HILLS,2003,Rabi       ,Gram
139244,Meghalaya,EAST GARO HILLS,2003,Rabi       ,Other  Rabi pulses
139245,Meghalaya,EAST GARO HILLS,2003,Rabi       ,Rapeseed &Mustard
139246,Meghalaya,EAST GARO HILLS,2003,Rabi       ,Wheat
139247,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Arecanut
139248,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Banana
139249,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Cashewnut
139250,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Citrus Fruit
139251,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Dry chillies
139252,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Papaya
139253,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Pineapple
139254,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Potato
139255,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Sugarcane
139256,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Sweet potato
139257,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Tapioca
139258,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Tobacco
139259,Meghalaya,EAST GARO HILLS,2003,Whole Year ,Turmeric
139665,Meghalaya,EAST JAINTIA HILLS,2003,Kharif     ,Dry ginger
139666,Meghalaya,EAST JAINTIA HILLS,2003,Kharif     ,Maize
139667,Meghalaya,EAST JAINTIA HILLS,2003,Kharif     ,Rice
139668,Meghalaya,EAST JAINTIA HILLS,2003,Kharif     ,Sesamum
139669,Meghalaya,EAST JAINTIA HILLS,2003,Kharif     ,Small millets
139670,Meghalaya,EAST JAINTIA HILLS,2003,Kharif     ,Soyabean
139671,Meghalaya,EAST JAINTIA HILLS,2003,Rabi       ,Other  Rabi pulses
139672,Meghalaya,EAST JAINTIA HILLS,2003,Rabi       ,Rapeseed &Mustard
139673,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Arecanut
139674,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Banana
139675,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Citrus Fruit
139676,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Dry chillies
139677,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Papaya
139678,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Pineapple
139679,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Potato
139680,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Sugarcane
139681,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Sweet potato
139682,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Tapioca
139683,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Tobacco
139684,Meghalaya,EAST JAINTIA HILLS,2003,Whole Year ,Turmeric
139982,Meghalaya,EAST KHASI HILLS,2003,Kharif     ,Dry ginger
139983,Meghalaya,EAST KHASI HILLS,2003,Kharif     ,Maize
139984,Meghalaya,EAST KHASI HILLS,2003,Kharif     ,Rice
139985,Meghalaya,EAST KHASI HILLS,2003,Kharif     ,Sesamum
139986,Meghalaya,EAST KHASI HILLS,2003,Kharif     ,Small millets
139987,Meghalaya,EAST KHASI HILLS,2003,Kharif     ,Soyabean
139988,Meghalaya,EAST KHASI HILLS,2003,Rabi       ,Other  Rabi pulses
139989,Meghalaya,EAST KHASI HILLS,2003,Rabi       ,Rapeseed &Mustard
139990,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Arecanut
139991,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Banana
139992,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Citrus Fruit
139993,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Dry chillies
139994,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Papaya
139995,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Pineapple
139996,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Potato
139997,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Sweet potato
139998,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Tapioca
139999,Meghalaya,EAST KHASI HILLS,2003,Whole Year ,Turmeric
140346,Meghalaya,RI BHOI,2003,Kharif     ,Dry ginger
140347,Meghalaya,RI BHOI,2003,Kharif     ,Maize
140348,Meghalaya,RI BHOI,2003,Kharif     ,Rice
140349,Meghalaya,RI BHOI,2003,Kharif     ,Sesamum
140350,Meghalaya,RI BHOI,2003,Kharif     ,Small millets
140351,Meghalaya,RI BHOI,2003,Kharif     ,Soyabean
140352,Meghalaya,RI BHOI,2003,Rabi       ,Other  Rabi pulses
140353,Meghalaya,RI BHOI,2003,Rabi       ,Rapeseed &Mustard
140354,Meghalaya,RI BHOI,2003,Whole Year ,Arecanut
140355,Meghalaya,RI BHOI,2003,Whole Year ,Banana
140356,Meghalaya,RI BHOI,2003,Whole Year ,Citrus Fruit
140357,Meghalaya,RI BHOI,2003,Whole Year ,Dry chillies
140358,Meghalaya,RI BHOI,2003,Whole Year ,Papaya
140359,Meghalaya,RI BHOI,2003,Whole Year ,Pineapple
140360,Meghalaya,RI BHOI,2003,Whole Year ,Potato
140361,Meghalaya,RI BHOI,2003,Whole Year ,Sweet potato
140362,Meghalaya,RI BHOI,2003,Whole Year ,Tapioca
140363,Meghalaya,RI BHOI,2003,Whole Year ,Turmeric
140691,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Arhar/Tur
140692,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Cotton(lint)
140693,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Dry ginger
140694,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Jute
140695,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Maize
140696,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Mesta
140697,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Rice
140698,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Sesamum
140699,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Small millets
140700,Meghalaya,SOUTH GARO HILLS,2003,Kharif     ,Soyabean
140701,Meghalaya,SOUTH GARO HILLS,2003,Rabi       ,Gram
140702,Meghalaya,SOUTH GARO HILLS,2003,Rabi       ,Other  Rabi pulses
140703,Meghalaya,SOUTH GARO HILLS,2003,Rabi       ,Rapeseed &Mustard
140704,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Arecanut
140705,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Banana
140706,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Cashewnut
140707,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Citrus Fruit
140708,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Dry chillies
140709,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Papaya
140710,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Pineapple
140711,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Potato
140712,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Sugarcane
140713,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Sweet potato
140714,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Tapioca
140715,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Tobacco
140716,Meghalaya,SOUTH GARO HILLS,2003,Whole Year ,Turmeric
141235,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Arhar/Tur
141236,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Castor seed
141237,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Cotton(lint)
141238,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Dry ginger
141239,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Jute
141240,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Maize
141241,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Mesta
141242,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Rice
141243,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Sesamum
141244,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Small millets
141245,Meghalaya,WEST GARO HILLS,2003,Kharif     ,Soyabean
141246,Meghalaya,WEST GARO HILLS,2003,Rabi       ,Gram
141247,Meghalaya,WEST GARO HILLS,2003,Rabi       ,Other  Rabi pulses
141248,Meghalaya,WEST GARO HILLS,2003,Rabi       ,Rapeseed &Mustard
141249,Meghalaya,WEST GARO HILLS,2003,Rabi       ,Wheat
141250,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Arecanut
141251,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Banana
141252,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Cashewnut
141253,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Citrus Fruit
141254,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Dry chillies
141255,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Papaya
141256,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Pineapple
141257,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Potato
141258,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Sugarcane
141259,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Sweet potato
141260,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Tapioca
141261,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Tobacco
141262,Meghalaya,WEST GARO HILLS,2003,Whole Year ,Turmeric
141714,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Dry ginger
141715,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Maize
141716,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Rice
141717,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Sesamum
141718,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Small millets
141719,Meghalaya,WEST KHASI HILLS,2003,Kharif     ,Soyabean
141720,Meghalaya,WEST KHASI HILLS,2003,Rabi       ,Other  Rabi pulses
141721,Meghalaya,WEST KHASI HILLS,2003,Rabi       ,Rapeseed &Mustard
141722,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Arecanut
141723,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Banana
141724,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Citrus Fruit
141725,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Dry chillies
141726,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Papaya
141727,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Pineapple
141728,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Potato
141729,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Sugarcane
141730,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Sweet potato
141731,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Tapioca
141732,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Tobacco
141733,Meghalaya,WEST KHASI HILLS,2003,Whole Year ,Turmeric
142045,Mizoram,AIZAWL,2003,Kharif     ,Arhar/Tur
142046,Mizoram,AIZAWL,2003,Kharif     ,Cotton(lint)
142047,Mizoram,AIZAWL,2003,Kharif     ,Gram
142048,Mizoram,AIZAWL,2003,Kharif     ,Maize
142049,Mizoram,AIZAWL,2003,Kharif     ,Other Kharif pulses
142050,Mizoram,AIZAWL,2003,Kharif     ,Peas & beans (Pulses)
142051,Mizoram,AIZAWL,2003,Kharif     ,Rice
142052,Mizoram,AIZAWL,2003,Kharif     ,Sesamum
142053,Mizoram,AIZAWL,2003,Kharif     ,Soyabean
142054,Mizoram,AIZAWL,2003,Rabi       ,Maize
142055,Mizoram,AIZAWL,2003,Rabi       ,Moong(Green Gram)
142056,Mizoram,AIZAWL,2003,Rabi       ,Other  Rabi pulses
142057,Mizoram,AIZAWL,2003,Rabi       ,Peas & beans (Pulses)
142058,Mizoram,AIZAWL,2003,Whole Year ,Potato
142059,Mizoram,AIZAWL,2003,Whole Year ,Sugarcane
142060,Mizoram,AIZAWL,2003,Whole Year ,Tapioca
142061,Mizoram,AIZAWL,2003,Whole Year ,Tobacco
142203,Mizoram,CHAMPHAI,2003,Kharif     ,Cotton(lint)
142204,Mizoram,CHAMPHAI,2003,Kharif     ,Maize
142205,Mizoram,CHAMPHAI,2003,Kharif     ,Other Kharif pulses
142206,Mizoram,CHAMPHAI,2003,Kharif     ,Rice
142207,Mizoram,CHAMPHAI,2003,Kharif     ,Sesamum
142208,Mizoram,CHAMPHAI,2003,Kharif     ,Soyabean
142209,Mizoram,CHAMPHAI,2003,Rabi       ,Other  Rabi pulses
142210,Mizoram,CHAMPHAI,2003,Rabi       ,Peas & beans (Pulses)
142211,Mizoram,CHAMPHAI,2003,Whole Year ,Potato
142212,Mizoram,CHAMPHAI,2003,Whole Year ,Sugarcane
142213,Mizoram,CHAMPHAI,2003,Whole Year ,Tobacco
142352,Mizoram,KOLASIB,2003,Kharif     ,Arhar/Tur
142353,Mizoram,KOLASIB,2003,Kharif     ,Cotton(lint)
142354,Mizoram,KOLASIB,2003,Kharif     ,Maize
142355,Mizoram,KOLASIB,2003,Kharif     ,Other Kharif pulses
142356,Mizoram,KOLASIB,2003,Kharif     ,Rice
142357,Mizoram,KOLASIB,2003,Kharif     ,Sesamum
142358,Mizoram,KOLASIB,2003,Kharif     ,Soyabean
142359,Mizoram,KOLASIB,2003,Rabi       ,Arhar/Tur
142360,Mizoram,KOLASIB,2003,Rabi       ,Gram
142361,Mizoram,KOLASIB,2003,Rabi       ,Maize
142362,Mizoram,KOLASIB,2003,Rabi       ,Masoor
142363,Mizoram,KOLASIB,2003,Rabi       ,Moong(Green Gram)
142364,Mizoram,KOLASIB,2003,Rabi       ,Other  Rabi pulses
142365,Mizoram,KOLASIB,2003,Rabi       ,Peas & beans (Pulses)
142366,Mizoram,KOLASIB,2003,Whole Year ,Potato
142367,Mizoram,KOLASIB,2003,Whole Year ,Sugarcane
142368,Mizoram,KOLASIB,2003,Whole Year ,Tapioca
142369,Mizoram,KOLASIB,2003,Whole Year ,Tobacco
142591,Mizoram,LUNGLEI,2003,Kharif     ,Arhar/Tur
142592,Mizoram,LUNGLEI,2003,Kharif     ,Cotton(lint)
142593,Mizoram,LUNGLEI,2003,Kharif     ,Gram
142594,Mizoram,LUNGLEI,2003,Kharif     ,Maize
142595,Mizoram,LUNGLEI,2003,Kharif     ,Moong(Green Gram)
142596,Mizoram,LUNGLEI,2003,Kharif     ,Other Kharif pulses
142597,Mizoram,LUNGLEI,2003,Kharif     ,Peas & beans (Pulses)
142598,Mizoram,LUNGLEI,2003,Kharif     ,Rice
142599,Mizoram,LUNGLEI,2003,Kharif     ,Sesamum
142600,Mizoram,LUNGLEI,2003,Kharif     ,Soyabean
142601,Mizoram,LUNGLEI,2003,Rabi       ,Arhar/Tur
142602,Mizoram,LUNGLEI,2003,Rabi       ,Gram
142603,Mizoram,LUNGLEI,2003,Rabi       ,Maize
142604,Mizoram,LUNGLEI,2003,Rabi       ,Moong(Green Gram)
142605,Mizoram,LUNGLEI,2003,Rabi       ,Other  Rabi pulses
142606,Mizoram,LUNGLEI,2003,Rabi       ,Peas & beans (Pulses)
142607,Mizoram,LUNGLEI,2003,Whole Year ,Potato
142608,Mizoram,LUNGLEI,2003,Whole Year ,Sugarcane
142609,Mizoram,LUNGLEI,2003,Whole Year ,Tapioca
142610,Mizoram,LUNGLEI,2003,Whole Year ,Tobacco
142693,Mizoram,MAMIT,2003,Kharif     ,Arhar/Tur
142694,Mizoram,MAMIT,2003,Kharif     ,Cotton(lint)
142695,Mizoram,MAMIT,2003,Kharif     ,Gram
142696,Mizoram,MAMIT,2003,Kharif     ,Maize
142697,Mizoram,MAMIT,2003,Kharif     ,Moong(Green Gram)
142698,Mizoram,MAMIT,2003,Kharif     ,Other Kharif pulses
142699,Mizoram,MAMIT,2003,Kharif     ,Peas & beans (Pulses)
142700,Mizoram,MAMIT,2003,Kharif     ,Rice
142701,Mizoram,MAMIT,2003,Kharif     ,Sesamum
142702,Mizoram,MAMIT,2003,Kharif     ,Soyabean
142703,Mizoram,MAMIT,2003,Rabi       ,Arhar/Tur
142704,Mizoram,MAMIT,2003,Rabi       ,Gram
142705,Mizoram,MAMIT,2003,Rabi       ,Maize
142706,Mizoram,MAMIT,2003,Rabi       ,Masoor
142707,Mizoram,MAMIT,2003,Rabi       ,Moong(Green Gram)
142708,Mizoram,MAMIT,2003,Rabi       ,Other  Rabi pulses
142709,Mizoram,MAMIT,2003,Rabi       ,Peas & beans (Pulses)
142710,Mizoram,MAMIT,2003,Whole Year ,Potato
142711,Mizoram,MAMIT,2003,Whole Year ,Sugarcane
142712,Mizoram,MAMIT,2003,Whole Year ,Tapioca
142713,Mizoram,MAMIT,2003,Whole Year ,Tobacco
142800,Mizoram,SAIHA,2003,Kharif     ,Arhar/Tur
142801,Mizoram,SAIHA,2003,Kharif     ,Cotton(lint)
142802,Mizoram,SAIHA,2003,Kharif     ,Maize
142803,Mizoram,SAIHA,2003,Kharif     ,Other Kharif pulses
142804,Mizoram,SAIHA,2003,Kharif     ,Peas & beans (Pulses)
142805,Mizoram,SAIHA,2003,Kharif     ,Rice
142806,Mizoram,SAIHA,2003,Kharif     ,Sesamum
142807,Mizoram,SAIHA,2003,Kharif     ,Soyabean
142808,Mizoram,SAIHA,2003,Rabi       ,Arhar/Tur
142809,Mizoram,SAIHA,2003,Rabi       ,Maize
142810,Mizoram,SAIHA,2003,Rabi       ,Masoor
142811,Mizoram,SAIHA,2003,Rabi       ,Moong(Green Gram)
142812,Mizoram,SAIHA,2003,Rabi       ,Other  Rabi pulses
142813,Mizoram,SAIHA,2003,Rabi       ,Peas & beans (Pulses)
142814,Mizoram,SAIHA,2003,Whole Year ,Potato
142815,Mizoram,SAIHA,2003,Whole Year ,Sugarcane
142816,Mizoram,SAIHA,2003,Whole Year ,Tobacco
142988,Nagaland,DIMAPUR,2003,Kharif     ,Arhar/Tur
142989,Nagaland,DIMAPUR,2003,Kharif     ,Bajra
142990,Nagaland,DIMAPUR,2003,Kharif     ,Cotton(lint)
142991,Nagaland,DIMAPUR,2003,Kharif     ,Groundnut
142992,Nagaland,DIMAPUR,2003,Kharif     ,Jowar
142993,Nagaland,DIMAPUR,2003,Kharif     ,Jute
142994,Nagaland,DIMAPUR,2003,Kharif     ,Maize
142995,Nagaland,DIMAPUR,2003,Kharif     ,Moong(Green Gram)
142996,Nagaland,DIMAPUR,2003,Kharif     ,Other Kharif pulses
142997,Nagaland,DIMAPUR,2003,Kharif     ,Peas & beans (Pulses)
142998,Nagaland,DIMAPUR,2003,Kharif     ,Rice
142999,Nagaland,DIMAPUR,2003,Kharif     ,Sesamum
143000,Nagaland,DIMAPUR,2003,Kharif     ,Small millets
143001,Nagaland,DIMAPUR,2003,Kharif     ,Soyabean
143002,Nagaland,DIMAPUR,2003,Kharif     ,Sunflower
143003,Nagaland,DIMAPUR,2003,Rabi       ,Barley
143004,Nagaland,DIMAPUR,2003,Rabi       ,Gram
143005,Nagaland,DIMAPUR,2003,Rabi       ,Linseed
143006,Nagaland,DIMAPUR,2003,Rabi       ,Maize
143007,Nagaland,DIMAPUR,2003,Rabi       ,Masoor
143008,Nagaland,DIMAPUR,2003,Rabi       ,Other  Rabi pulses
143009,Nagaland,DIMAPUR,2003,Rabi       ,Peas & beans (Pulses)
143010,Nagaland,DIMAPUR,2003,Rabi       ,Rapeseed &Mustard
143011,Nagaland,DIMAPUR,2003,Rabi       ,Rice
143012,Nagaland,DIMAPUR,2003,Rabi       ,Sunflower
143013,Nagaland,DIMAPUR,2003,Rabi       ,Wheat
143014,Nagaland,DIMAPUR,2003,Whole Year ,Potato
143015,Nagaland,DIMAPUR,2003,Whole Year ,Sugarcane
143016,Nagaland,DIMAPUR,2003,Whole Year ,Tea
143603,Nagaland,KOHIMA,2003,Kharif     ,Arhar/Tur
143604,Nagaland,KOHIMA,2003,Kharif     ,Bajra
143605,Nagaland,KOHIMA,2003,Kharif     ,Cotton(lint)
143606,Nagaland,KOHIMA,2003,Kharif     ,Groundnut
143607,Nagaland,KOHIMA,2003,Kharif     ,Jowar
143608,Nagaland,KOHIMA,2003,Kharif     ,Jute
143609,Nagaland,KOHIMA,2003,Kharif     ,Maize
143610,Nagaland,KOHIMA,2003,Kharif     ,Moong(Green Gram)
143611,Nagaland,KOHIMA,2003,Kharif     ,Other Kharif pulses
143612,Nagaland,KOHIMA,2003,Kharif     ,Peas & beans (Pulses)
143613,Nagaland,KOHIMA,2003,Kharif     ,Rice
143614,Nagaland,KOHIMA,2003,Kharif     ,Sesamum
143615,Nagaland,KOHIMA,2003,Kharif     ,Small millets
143616,Nagaland,KOHIMA,2003,Kharif     ,Soyabean
143617,Nagaland,KOHIMA,2003,Kharif     ,Sunflower
143618,Nagaland,KOHIMA,2003,Rabi       ,Barley
143619,Nagaland,KOHIMA,2003,Rabi       ,Gram
143620,Nagaland,KOHIMA,2003,Rabi       ,Linseed
143621,Nagaland,KOHIMA,2003,Rabi       ,Masoor
143622,Nagaland,KOHIMA,2003,Rabi       ,Other  Rabi pulses
143623,Nagaland,KOHIMA,2003,Rabi       ,Peas & beans (Pulses)
143624,Nagaland,KOHIMA,2003,Rabi       ,Rapeseed &Mustard
143625,Nagaland,KOHIMA,2003,Rabi       ,Sunflower
143626,Nagaland,KOHIMA,2003,Rabi       ,Wheat
143627,Nagaland,KOHIMA,2003,Whole Year ,Potato
143628,Nagaland,KOHIMA,2003,Whole Year ,Tea
144183,Nagaland,MOKOKCHUNG,2003,Kharif     ,Arhar/Tur
144184,Nagaland,MOKOKCHUNG,2003,Kharif     ,Bajra
